"species","area_global","mhw_freq","mhw_total_days","mhw_max_int","mhw_mean_int","mhw_cum_int","slope_mean_int","slope_freq","slope_cum","slope_max","slope_total","dem_mean","dem_range","Order","X2024.IUCN.Red.List.category","Average.Mass","Clutch_Min","Clutch_Max","Sed","Primary.Habitat","Primary.Diet","HB","Flightlessness","Exposure","IUCN_num","Clutch_mean","Flightless_num","Trait_sensitivity","Sensitivity","Suitability","Risk_index","Risk_level"
"Lophura pyronota",0.00102313434431312,0.665141263468109,0.572349350028832,0.704435223835563,0.107272559816064,0.131767006216783,0.364724741207296,0.509239877807882,0.318790476264932,0.419699262538331,0.464363393281905,0.061002206411015,NA,"Galliformes","EN",0.0197917608814782,3,6,0,"Forest","Omnivore",2,"No",0.42577831544657,0.75,0.184210526315789,0,0.0510005717993169,0.400500285899658,0.031012670377664,0.165235922009422,"Very high"
"Lophura rufa",0.00118312652749341,0.685008980945744,0.653392767506469,0.682498790705148,0.11711761856624,0.16379720249284,0.427111487099797,0.421730455892629,0.312425073065227,0.45888415941662,0.437596433296579,0.0899095195493866,NA,"Galliformes","VU",0.038540730060599,5,5,0,"Forest","Omnivore",2,"No",0.435956296898729,0.5,0.210526315789474,0,0.0622667614625182,0.281133380731259,0.04554632303844,0.116979625184397,"Very high"
"Lophura swinhoii",4.77713183180615e-05,0.763115701695462,0.741873585927569,0.542799572839633,0.120045926177219,0.165196206907015,0.339299123527161,0.304944386292903,0.315896246003117,0.452082425513515,0.38212791317135,0.281668415916185,NA,"Galliformes","NT",0.0233244837915055,3,8,0,"Forest","Herbivore",1,"No",0.412738108805494,0.25,0.236842105263158,0,0.0650416472636658,0.157520823631833,0.140858093617252,0.0558569794601236,"Very high"
"Loriculus aurantiifrons",0.00165283832077021,0.654273272807082,0.47160241213385,0.651005379714526,0.105794977704469,0.0954130115350871,0.307908211353241,0.603272469681981,0.334250205898517,0.470079734026731,0.50892050842783,0.119983091763015,NA,"Psittaciformes","LC",0.000223455364790883,4,4,0,"Forest","Nectar",1,"No",0.420252018328331,0,0.157894736842105,0,0.039529548051724,0.019764774025862,0.0608179650418928,0.00780102083567802,"Medium"
"Loriculus beryllinus",4.63400558634161e-05,0.647104204668533,0.774534317752374,0.649416612444441,0.0988839458354138,0.187859065270131,0.315083388159092,0.141383955695256,0.108834106758877,0.247345027028086,0.18527973673558,0.133789721006809,NA,"Psittaciformes","LC",0.000553318046148853,2,3,0,"Forest","Herbivore",3,"No",0.335572436034778,0,0.0789473684210526,0,0.0198751716168004,0.00993758580840019,0.066918030531336,0.00311162297633623,"Low"
"Loriculus galgulus",0.00405968108702464,0.672367766650848,0.590416994045013,0.677742204451503,0.109170850435231,0.138373987109687,0.374776188363274,0.484909398720373,0.314669531743552,0.454178492505667,0.460952867219965,0.0973942387508004,NA,"Psittaciformes","LC",0.000521395851178727,3,3,0,"Forest","Fruit",6,"No",0.427755828124511,0,0.105263157894737,0,0.0264461384364789,0.0132230692182394,0.0507269599189125,0.00536932081425481,"Medium"
"Loriculus philippensis",0.000812375025681774,0.703458846553108,0.713343215123472,0.65301960760375,0.0883219604086721,0.146074050954467,0.394811255493263,0.371878150660764,0.273895178243161,0.448962959129186,0.426771732433997,0.112521126211436,NA,"Psittaciformes","LC",0.000667173874875637,3,3,0,"Forest","Nectar",4,"No",0.422053695660384,0,0.105263157894737,0,0.0264825829424031,0.0132412914712016,0.0566667506185588,0.00527185182486034,"Medium"
"Loriculus vernalis",0.00691067739791722,0.732234128033115,0.832480902124559,0.740978111094353,0.226653391840214,0.299850025821356,0.334880719499206,0.252217436020894,0.296333425854211,0.404374518815522,0.311768357884818,0.146475802090189,NA,"Psittaciformes","LC",0.000674622387035333,2,4,0,"Forest","Fruit",5,"No",0.443177101698825,0,0.105263157894737,0,0.026484445070443,0.0132422225352215,0.0766932397440531,0.00541856403687884,"Medium"
"Lorius domicella",1.80852061604051e-05,0.754502720018629,0.631160233643381,0.58053734649668,0.0794963360250153,0.115750742492702,0.337104483836041,0.418865967489585,0.279042356546824,0.387589854693526,0.441377876416949,0.166294041918772,NA,"Psittaciformes","EN",0.00369233388487792,2,2,0,"Forest","Nectar",1,"No",0.402542791765933,0.75,0.0526315789473684,0,0.0140809782080616,0.382040489104031,0.0831560635624662,0.14099926986453,"Very high"
"Lorius garrulus",7.29842358541585e-05,0.953153643479072,0.881320601095679,0.587425302406266,0.0422606087469512,0.141680902573512,0.391046218595698,0.831948444741205,0.382231596130702,0.429135849837827,0.806851843242196,0.095540909085482,NA,"Psittaciformes","VU",0.00295812340056502,2,2,0,"Forest","Nectar",3,"No",0.544705501084911,0.5,0.0526315789473684,0,0.0138974255869834,0.256948712793492,0.0478069466606681,0.133270251253523,"Very high"
"Lorius lory",0.0019129826796353,0.644665022606935,0.481199943958981,0.672140832534704,0.111558069601715,0.101533267899257,0.37879802508143,0.555805998659549,0.323859338295029,0.5110236108943,0.47980690919072,0.0875561918809898,NA,"Psittaciformes","LC",0.00391578924966881,2,2,0,"Forest","Nectar",2,"No",0.426039101872262,0,0.0526315789473684,0,0.0141368420492593,0.00706842102462965,0.0447345872803126,0.00287670894663005,"Low"
"Loxia curvirostra",0.132758911014669,0.786179400984532,0.78759141341369,0.565175737272217,0.541218378535256,0.546213261131956,0.639324501234436,0.194691764122386,0.570195147188776,0.625589920961828,0.305335746533562,0.23003413968157,NA,"Passeriformes","LC",0.000634719643322675,2,4,0,"Forest","Seed",2,"No",0.556151527137864,0,0.105263157894737,0,0.0264744693845149,0.0132372346922574,0.18139652534812,0.00602648370559228,"Medium"
"Loxia leucoptera",0.103472283188829,0.783396017426957,0.812443679015498,0.577657921895824,0.641726979954834,0.655511256822505,0.683740789117544,0.157942551590446,0.603956180211886,0.654184983020939,0.276297696471306,0.134672277165825,NA,"Passeriformes","LC",0.000638089208347299,2,4,0,"Forest","Seed",1,"No",0.584685805552774,0,0.105263157894737,0,0.026475311775771,0.0132376558878855,0.119072280177327,0.00681826558722286,"Medium"
"Loxia pytyopsittacus",0.0185298640908053,0.753220177588849,0.815298228002124,0.575947970491566,0.632019059001672,0.660295247170265,0.833842535314886,0.159910735452969,0.61822484578021,0.816587141173649,0.266900557714753,0.119718884103807,NA,"Passeriformes","LC",0.00107116698677534,3,4,0,"Forest","Herbivore",1,"No",0.613224649769094,0,0.131578947368421,0,0.0331625285887991,0.0165812642943995,0.069124374097306,0.00946518058958019,"High"
"Lullula arborea",0.0371537464603512,0.751035642972415,0.925597360325403,0.752596824005796,0.3380465452054,0.448984720623641,0.763540722717527,0.252721549265546,0.872732485248297,0.78169663650214,0.522009481933846,0.258539177645307,NA,"Passeriformes","LC",0.000529908436504094,2,6,0,"Woodland","Omnivore",4,"No",0.640896196880001,0,0.157894736842105,0,0.0396061613196523,0.0198030806598262,0.147846462052829,0.0108152933178385,"High"
"Luscinia luscinia",0.034918135147459,0.78979234207957,0.787440528248937,0.62384684161068,0.615848939078759,0.599290663253324,0.600941802918116,0.137995020655888,0.437068394420813,0.549172479731594,0.228082672872939,0.0864382167036669,NA,"Passeriformes","LC",0.000472448485557867,4,5,0,"Woodland","Invertebrate",5,"No",0.536947968487062,0,0.184210526315789,0,0.0461707437003368,0.0230853718501684,0.0606781759255629,0.0116434984786985,"High"
"Luscinia megarhynchos",0.0264355986187634,0.808225271850928,0.864638987379397,0.70668095243748,0.407012544246003,0.466019961420092,0.593169096973581,0.193778216932319,0.68064812491713,0.594241839436783,0.392716548456205,0.271341342955595,NA,"Passeriformes","LC",0.000457551461238475,4,5,0,"Woodland","Invertebrate",6,"No",0.570713154404992,0,0.184210526315789,0,0.046167019444257,0.0230835097221285,0.148888470787179,0.0112125966065012,"High"
"Luscinia phaenicuroides",0.00557893571307291,0.795659444705647,0.766354811828549,0.433656271847632,0.287565476679853,0.321941653025179,0.547077613738723,0.261928258113873,0.460735153032613,0.553288531513832,0.371614287441552,0.687112121640499,NA,"Passeriformes","LC",0.000384485103862409,2,4,0,"Forest","Invertebrate",4,"No",0.479982150192745,0,0.105263157894737,0,0.0264119107496498,0.0132059553748249,0.346345528676786,0.00414326917195913,"Low"
"Luscinia svecica",0.253590501340331,0.780975746834088,0.827793355343764,0.631920557979749,0.506245464949726,0.54324331944477,0.597472064865158,0.198650988770275,0.59656606198773,0.624968482279021,0.334626309147219,0.227574930347636,NA,"Passeriformes","LC",0.000298295177443068,4,7,0,"Grassland","Invertebrate",4,"No",0.56424623516015,0,0.236842105263158,0,0.0592851001101502,0.0296425500550751,0.240582715843983,0.0127017835957327,"High"
"Lycocorax obiensis",7.77463128102922e-06,0.821295172727611,0.689187240950855,0.564368600636816,0.031890443178997,0.0907389919724376,NA,0.695639376486804,0.279567768282308,NA,0.628506302962795,0.109496385524706,NA,"Passeriformes","LC",0.00649084631059232,1,1,0,"Forest","Fruit",3,"No",0.475149237149828,0,0,0,0.00162271157764808,0.00081135578882404,0.0547520800779937,0.00036440733136,"Very low"
"Lycocorax pyrrhopterus",6.53670428861649e-05,0.963022525230712,0.898459079149731,0.589973004259241,0.043406483395344,0.146724920073778,0.391046218595698,0.843465629175636,0.392517241366686,0.429135849837827,0.82353490870759,0.0939988674899875,NA,"Passeriformes","LC",0.00544805460823486,1,1,0,"Forest","Fruit",4,"No",0.552128585979224,0,0,0,0.00136201365205872,0.000681006826029358,0.0470321172664368,0.000358319102911273,"Very low"
"Lymnocryptes minimus",0.0862720508377338,0.759840649162296,0.855159345621411,0.609326707863047,0.680764062986852,0.730305492342709,0.596853876629892,0.147853227600552,0.614388519473131,0.63245950232753,0.273264897407795,0.112093995427708,NA,"Charadriiformes","LC",0.0011350113767156,3,4,0,"Wetland","Invertebrate",3,"No",0.590021628141521,0,0.131578947368421,0,0.0331784896862842,0.0165892448431421,0.0991830231327211,0.00881720850719362,"High"
"Lyncornis macrotis",0.00495249211908974,0.773333440601162,0.817676317504541,0.708406623546661,0.195940160844306,0.267389521120062,0.389895277303795,0.338147952668773,0.353515416590112,0.456004756051961,0.400476134816876,0.140546045939504,NA,"Caprimulgiformes","LC",0.00279319205988604,1,1,0,"Forest","Invertebrate",5,"No",0.470078560104825,0,0,0,0.000698298014971509,0.000349149007485755,0.0727492690292969,0.000152187309761806,"Very low"
"Lyncornis temminckii",0.00372300401254771,0.671211115089552,0.581539900296684,0.680401195895649,0.107784104216132,0.134936732870932,0.426496162259138,0.496986638864265,0.316913986628301,0.456539597214895,0.467142743682357,0.091944566450088,NA,"Caprimulgiformes","LC",0.00193661316152099,1,2,0,"Forest","Invertebrate",7,"No",0.43399521770179,0,0.0263157894736842,0,0.0070631006588013,0.00353155032940065,0.0478337852313179,0.00145936226161864,"Low"
"Lyrurus mlokosiewiczi",0.000403253497031294,0.778736559271643,0.869616282859912,0.487200352964964,0.405580479278863,0.497646425222516,0.884875498820955,0.268410144361516,0.940115847908365,0.878925445803322,0.473332833398009,0.438721795835792,NA,"Galliformes","NT",0.0177753422325319,2,13,0,"Shrub","Herbivore",3,"No",0.648443986989007,0.25,0.342105263157895,0,0.0899701513476067,0.169985075673803,0.219562524666411,0.0860243452235802,"Very high"
"Lyrurus tetrix",0.0731104446327758,0.798878023836255,0.79540635129097,0.59246374621567,0.614576245890111,0.613142108050086,0.62974535740791,0.169104689502808,0.567330596221933,0.610884242166948,0.277197595085796,0.158438603470327,NA,"Galliformes","LC",0.0267827215799358,6,11,0,"Forest","Plant",6,"No",0.566872895566849,0,0.394736842105263,0,0.1053798909213,0.0526899454606499,0.115774524051551,0.0264104903530816,"High"
"Macgregoria pulchra",4.07802463372235e-05,0.569525268130314,0.377079102230622,0.322341879172838,0.110562305734229,0.0787074747696452,NA,0.561346045644002,0.290641615341921,NA,0.444063099000696,0.668103406748608,NA,"Passeriformes","VU",0.00533632692583942,1,1,0,"Forest","Fruit",2,"No",0.344283348753033,0.5,0,0,0.00133408173145986,0.25066704086573,0.334072093497472,0.0574699034713122,"Very high"
"Machaerirhynchus flaviventer",0.00205091769167616,0.642920828664484,0.488903326401872,0.680146539338374,0.11344900222448,0.104767643348857,0.403192079615103,0.537751058921694,0.320489660544822,0.512973319316565,0.470206398299532,0.074913652437464,NA,"Passeriformes","LC",0.0001291075441014,2,3,0,"Forest","Invertebrate",2,"No",0.427479985667578,0,0.0789473684210526,0,0.0197691189912885,0.00988455949564425,0.0384822850645701,0.00406284632809234,"Low"
"Machaerirhynchus nigripectus",0.000644618836105343,0.630261090156441,0.438720582288253,0.4917038336623,0.106000794327843,0.0894492184892595,NA,0.599824977688145,0.326124312022229,NA,0.494828294809894,0.383168093142501,NA,"Passeriformes","LC",0.000169542324396893,2,2,0,"Forest","Invertebrate",3,"No",0.397114137930546,0,0.0526315789473684,0,0.0132002803179413,0.00660014015897066,0.191906355989303,0.0021180206891079,"Low"
"Macheiramphus alcinus",0.0396351701863274,0.690852958736681,0.622808490180348,0.674654050115359,0.112775769317946,0.147981960468184,0.370426815877353,0.491941796264628,0.329850260995882,0.446910184467903,0.478180398032435,0.104495208565406,NA,"Accipitriformes","LC",0.0132157887176322,1,2,0,"Forest","Vertebrate",4,"No",0.436638268445672,0,0.0263157894736842,0,0.00988289454782911,0.00494144727391455,0.0720651893758667,0.00200213532841832,"Low"
"Machlolophus holsti",4.06036696482477e-05,0.758160582267061,0.726653450179998,0.501255096035085,0.125838174987368,0.165371094367455,0.339299123527161,0.293136929906826,0.298141262359041,0.452082425513515,0.358494569379721,0.35495873950022,NA,"Passeriformes","LC",0.000275594949908756,3,4,0,"Forest","Invertebrate",3,"No",0.401843270852323,0,0.131578947368421,0,0.0329636355795824,0.0164818177897912,0.177499671584934,0.00544750815165212,"Medium"
"Machlolophus nuchalis",0.000237119297003889,0.67260774525472,0.884157160149722,0.899530155752213,0.26301708528154,0.344569743645159,0.328965993675221,0.0983195158253981,0.247895206349344,0.432227228245747,0.203237126769072,0.0978020806411534,NA,"Passeriformes","VU",0.00020749426730582,NA,NA,0,"Forest","Invertebrate",2,"No",0.437452696094814,0.5,NA,0,6.91647557686067e-05,0.250034582377884,0.0490195999690787,0.104016621560077,"Very high"
"Machlolophus spilonotus",0.00391056064835563,0.813427015170642,0.773734854036089,0.657001413351945,0.24917804544614,0.287913782104199,0.477323278867477,0.294693102211953,0.407895253596199,0.507355400766634,0.361614509931057,0.267640348008432,NA,"Passeriformes","LC",0.000317945061902456,4,6,0,"Forest","Invertebrate",1,"No",0.483013665548234,0,0.210526315789474,0,0.052711065212844,0.026355532606422,0.135775454328394,0.0110016496886169,"High"
"Machlolophus xanthogenys",0.00346545087149087,0.595001890993653,0.87634487251474,0.840802176895676,0.269926117317528,0.358601102146584,0.267380023798254,0.10775111834826,0.14226426729994,0.345414358264236,0.165965071463155,0.170256511201096,NA,"Passeriformes","LC",0.000251121267098326,4,5,0,"Forest","Invertebrate",4,"No",0.396945099904202,0,0.184210526315789,0,0.0461154118957219,0.023057705947861,0.0868609810362936,0.00835763580701471,"Medium"
"Macrocephalon maleo",0.000315612912689876,0.931170924405849,0.896169976389889,0.612881184321065,0.0833067999199768,0.189804652056523,0.494071087648811,0.750762367813681,0.424294239933153,0.55976632633182,0.739026770662466,0.151171865621018,NA,"Galliformes","CR",0.0327681331368345,10,10,0,"Forest","Herbivore",4,"No",0.568125432948323,1,0.473684210526316,0,0.126613085915788,0.563306542957894,0.0757437392668541,0.295788597615084,"Very high"
"Macronus ptilosus",0.00127620832084193,0.688897067603008,0.605482570799862,0.68232620043989,0.101087130654021,0.135652066210321,0.440758330022293,0.502128498025434,0.321721297119754,0.47383371692153,0.482941304643965,0.0735942669012845,NA,"Passeriformes","NT",0.000359656729996755,2,3,0,"Forest","Invertebrate",5,"No",0.443482818244008,0.25,0.0789473684210526,0,0.0198267562877623,0.134913378143881,0.0374352376110632,0.0575919488126863,"Very high"
"Macronus striaticeps",0.000318305976606796,0.732113026835937,0.688639395297705,0.639540929920518,0.0780128065421783,0.136396795449827,0.378363305012424,0.490232773293007,0.278675899931143,0.448871793449604,0.488532911021429,0.123608150310649,NA,"Passeriformes","LC",0.00027311211252219,2,3,0,"Forest","Invertebrate",2,"No",0.435937963675377,0,0.0789473684210526,0,0.0198051201333937,0.00990256006669685,0.0619632281436277,0.00404941269516426,"Low"
"Macropygia amboinensis",0.00305187511590588,0.735482392483916,0.622115876705266,0.637532958872462,0.0997646634079549,0.128937246067293,0.388920042632635,0.600644086602076,0.3506855647541,0.484339319234529,0.557936967324203,0.125870199422166,NA,"Columbiformes","LC",0.00361784876328096,1,1,0,"Forest","Fruit",4,"No",0.460635911808443,0,0,0,0.000904462190820241,0.00045223109541012,0.0644610372690361,0.000194885754007788,"Very low"
"Macropygia emiliana",0.000862078704093976,0.660466508822819,0.604807193954627,0.620463910218451,0.0895952687692266,0.117690851363327,0.374614101987459,0.333028252728535,0.219898677065855,0.415583214207137,0.345862803122597,0.127760927989805,NA,"Columbiformes","LC",0.00334118974020654,1,1,0,"Forest","Fruit",1,"No",0.378201078224003,0,0,0,0.000835297435051634,0.000417648717525817,0.0643115033469497,0.00014779685921676,"Very low"
"Macropygia nigrirostris",0.00186239129336387,0.645365176025276,0.459707708505919,0.615164876370595,0.105295213619396,0.0930502695638106,0.307908211353241,0.605208855684494,0.332000758529771,0.470079734026731,0.505288111581544,0.17999023538279,NA,"Columbiformes","LC",0.00175997701601962,1,2,0,"Forest","Fruit",1,"No",0.413906891526078,0,0.0263157894736842,0,0.00701894162242596,0.00350947081121298,0.0909263133380767,0.0013205151231373,"Very low"
